x, y
2.0987654320987654, 0.01678055040070388
2.3868312757201644, 0.010740085826829619
2.7777777777777777, 0.0054504719446081245
3.2098765432098766, 0.003134180693285875
3.662551440329218, 0.0018022455152499985
4.2181069958847734, 0.001
4.773662551440329, 0.0005853853648181819
5.329218106995885, 0.00034884753529516356
5.925925925925926, 0.00021932355227333142
6.54320987654321, 0.0001330549413137027
7.139917695473251, 0.000083652826590131
7.777777777777778, 0.000050748867676572955
8.37448559670782, 0.000027660527949179067
8.991769547325102, 0.00001429021489392945
9.382716049382715, 0.000006287089059917235
9.54732510288066, 0.000003882820258008984
9.670781893004115, 0.000002355553775260732
9.753086419753085, 0.0000011130421932675227
9.773662551440328, 8.217291287549239e-7
9.794238683127572, 5.074886767657285e-7
9.835390946502057, 2.815868717505632e-7
9.897119341563787, 1.5905612127803458e-7
9.938271604938272, 8.825441369233811e-8
9.979423868312757, 3.814128748283215e-8
10.061728395061728, 1.3070104796093687e-7
10.08230452674897, 3.426760253433159e-7
10.123456790123456, 6.997795396518527e-7
10.164609053497943, 0.0000015347813444464122
10.185185185185185, 0.0000030787334695491882
10.226337448559672, 0.00000821729128754924
10.308641975308642, 0.0000244116367657533
10.329218106995885, 0.00004641588833612782
10.390946502057613, 0.00013545122770005654
10.411522633744855, 0.00023138813479241482
10.555555555555555, 0.0004170182282116922
10.679012345679013, 0.0007651048064273164
10.843621399176953, 0.0012611745370012613
11.049382716049383, 0.0018677460622235657
11.39917695473251, 0.0029707644418960266
11.975308641975309, 0.004725182693586866
12.304526748971194, 0.0054504719446081245
12.469135802469136, 0.005166284215610408
12.530864197530864, 0.0029707644418960266
12.551440329218106, 0.001590561212780344
12.613168724279834, 0.0010180097511801845
12.674897119341564, 0.0004985106244585521
12.880658436213992, 0.00021932355227333142
13.148148148148149, 0.00011534944356766647
13.559670781893004, 0.00006632930188158987
14.197530864197532, 0.000038828202580089844
14.794238683127572, 0.000026218307403757985
15.864197530864198, 0.00001648368336477142
16.666666666666664, 0.000012169460288151039
17.48971193415638, 0.000009310912558090716
18.209876543209877, 0.000007515692315720219
19.465020576131685, 0.0000054504719446081184
20.596707818930042, 0.000004245286227393861
21.790123456790123, 0.0000033065861700891217
22.59259259259259, 0.000002815868717505632
23.53909465020576, 0.0000023138813479241483
24.279835390946502, 0.000002005975301100413
